"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","48","43","42","38","40","36","34","33","33","31","29","27","28","25","24","25","25","25","27","","","",
"American Samoa","ASM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","47","41","44","43","34","35","34","39","37","31","31","30","29","23","27","21","21","19","19","21","","","",
"Australia","AUS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6","6","6","5","5","5","5","5","5","5","6","6","6","5","5","5","5","4","5","3","","","",
"Austria","AUT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","5","5","6","5","5","","","",
"Azerbaijan","AZE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","55","54","51","47","44","39","34","33","33","33","31","29","28","29","29","26","27","28","27","41","","","",
"Burundi","BDI","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","874","823","779","779","740","713","696","676","630","618","608","575","564","555","527","514","508","499","518","479","494","","","",
"Belgium","BEL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","8","7","7","7","6","7","6","6","6","6","5","6","5","5","5","5","5","5","5","","","",
"Benin","BEN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","469","483","505","505","520","509","503","488","504","584","598","615","625","608","612","591","590","569","542","522","523","","","",
"Burkina Faso","BFA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","506","500","497","457","438","417","406","400","375","368","357","340","321","324","313","295","293","283","277","283","264","","","",
"Bangladesh","BGD","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","441","437","414","404","372","376","353","377","368","338","301","301","237","219","219","212","196","183","172","157","123","","","",
"Bulgaria","BGR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","21","19","17","15","14","12","10","9","10","10","8","8","7","7","8","7","7","7","7","7","","","",
"Bahrain","BHR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","23","25","25","22","21","21","18","18","18","20","19","18","16","15","16","15","15","14","15","16","","","",
"Bahamas, The","BHS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","63","66","69","72","74","79","86","86","89","79","101","101","82","97","84","79","77","77","82","77","","","",
"Bosnia and Herzegovina","BIH","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","14","15","12","11","11","10","9","8","8","8","8","7","8","8","7","6","6","6","5","6","","","",
"Belarus","BLR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","23","17","14","11","11","8","6","4","3","3","3","2","2","1","1","1","1","1","1","1","","","",
"Belize","BLZ","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","86","76","78","80","72","64","56","46","39","33","33","28","32","38","49","59","72","78","86","130","","","",
"Bermuda","BMU","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284","261","253","251","236","230","218","220","211","187","184","178","179","175","163","165","161","164","171","176","161","","","",
"Brazil","BRA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","68","72","69","70","70","71","72","70","68","64","62","57","61","62","62","63","60","59","61","72","","","",
"Barbados","BRB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","49","47","45","43","43","42","40","54","53","53","53","52","51","49","49","48","47","47","47","39","","","",
"Brunei Darussalam","BRN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","51","46","46","46","46","48","48","42","42","42","43","43","44","45","45","45","45","45","44","","","",
"Bhutan","BTN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","305","257","256","222","197","186","183","153","141","129","117","94","92","84","78","74","66","68","57","62","60","","","",
"Botswana","BWA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182","184","174","184","196","201","213","216","222","185","156","226","260","142","179","184","134","108","162","118","186","","","",
"Central African Republic","CAF","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1315","1284","1281","1248","1217","1158","1116","1124","1108","1105","1052","1029","963","963","939","909","877","904","868","847","835","","","",
"Canada","CAN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","10","10","11","11","11","11","11","13","13","12","12","12","11","12","12","13","13","11","11","11","","","",
"Central Europe and the Baltics","CEB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","19","18","18","17","14","12","11","10","10","9","8","8","8","7","7","7","7","6","6","6","","","",
"Switzerland","CHE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","9","9","9","9","9","9","8","8","8","8","8","7","7","7","6","8","6","7","7","7","","","",
"Channel Islands","CHI","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","34","32","32","29","27","29","28","26","24","23","20","19","18","16","16","15","15","15","15","15","","","",
"China","CHN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","55","54","43","49","46","43","39","38","34","33","32","28","28","26","26","23","22","20","20","23","","","",
"Cote d'Ivoire","CIV","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473","495","520","539","536","540","583","589","589","619","604","591","597","579","550","530","537","512","522","483","480","","","",
"Cameroon","CMR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","651","629","611","574","556","573","558","529","532","534","527","519","487","491","478","447","437","443","424","440","438","","","",
"Congo, Dem. Rep.","COD","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","668","661","662","655","643","635","619","629","621","603","601","585","595","585","573","578","562","570","543","541","547","","","",
"Congo, Rep.","COG","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660","641","620","587","541","488","479","439","415","415","389","387","402","362","375","360","353","366","370","292","282","","","",
"Colombia","COL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","94","93","83","82","82","82","83","73","71","71","71","71","70","70","70","70","71","63","65","75","","","",
"Comoros","COM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","456","435","392","385","374","360","365","358","361","311","316","293","297","285","292","261","255","241","244","237","217","","","",
"Cabo Verde","CPV","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","103","96","82","74","77","73","66","69","58","54","50","54","42","42","47","42","40","48","42","42","","","",
"Costa Rica","CRI","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","37","36","37","32","31","29","28","27","26","27","24","24","23","24","20","19","19","18","19","22","","","",
"Caribbean small states","CSS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155","153","142","142","137","127","127","121","112","107","101","101","96","94","96","94","89","89","89","90","94","","","",
"Cuba","CUB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","47","45","39","41","43","46","45","42","40","41","40","41","41","41","39","41","40","39","40","39","","","",
"Curacao","CUW","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","34","31","32","27","31","26","27","30","27","31","32","36","39","42","42","49","59","64","68","","","",
"Czechia","CZE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","7","6","6","5","5","5","5","5","4","4","4","3","3","4","3","3","3","3","3","","","",
"Germany","DEU","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","7","7","7","5","6","6","7","6","6","5","5","5","5","5","5","5","4","4","","","",
"Djibouti","DJI","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","487","454","440","394","368","322","325","322","294","274","269","257","246","236","244","251","247","257","244","234","","","",
"Dominica","DMA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","8","8","7","7","7","7","7","7","7","7","6","5","5","6","5","5","5","5","5","","","",
"Dominican Republic","DOM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","69","70","75","81","87","85","89","92","93","92","93","91","93","96","99","102","104","109","103","107","","","",
"Algeria","DZA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159","156","150","153","137","144","134","125","117","115","112","105","99","94","86","89","89","89","79","77","78","","","",
"East Asia & Pacific (excluding high income)","EAP","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128","123","121","110","115","110","105","101","97","90","86","88","78","76","71","72","69","67","68","65","71","","","",
"Early-demographic dividend","EAR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338","330","308","295","286","273","247","238","227","216","197","189","176","166","155","147","141","138","133","131","122","","","",
"East Asia & Pacific","EAS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","117","115","105","110","106","100","96","94","87","84","86","77","75","71","73","70","69","70","68","74","","","",
"Europe & Central Asia (excluding high income)","ECA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","37","35","34","32","32","30","29","27","26","26","25","23","22","21","21","20","19","20","19","21","","","",
"Europe & Central Asia","ECS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","25","25","23","21","20","19","18","17","16","16","15","14","13","13","13","12","12","12","12","13","","","",
"Ecuador","ECU","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","116","111","98","94","92","90","88","88","86","76","73","72","72","65","66","70","69","71","74","66","","","",
"Egypt, Arab Rep.","EGY","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","76","73","66","63","58","53","48","44","40","38","34","31","28","25","24","21","20","19","18","17","","","",
"Euro area","EMU","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","8","8","8","8","7","7","7","7","7","7","7","7","6","6","6","6","6","6","6","","","",
"Eritrea","ERI","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","735","654","643","619","575","546","522","521","529","481","480","454","422","420","398","399","389","359","338","332","322","","","",
"Spain","ESP","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","","","",
"Estonia","EST","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","22","20","19","15","13","11","11","10","9","8","8","8","7","7","6","6","6","5","5","5","","","",
"Ethiopia","ETH","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","953","955","960","906","900","880","814","780","725","684","635","603","543","498","447","399","356","348","312","294","267","","","",
"European Union","EUU","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","10","10","10","9","8","8","8","8","7","7","7","7","6","6","6","6","6","6","6","","","",
"Fragile and conflict affected situations","FCS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","768","756","732","721","708","691","685","674","660","654","630","621","617","610","596","591","583","574","565","543","","","",
"Finland","FIN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","7","7","8","7","7","7","7","7","7","7","7","7","7","8","7","8","9","8","","","",
"Fiji","FJI","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","47","49","48","46","45","44","44","43","42","42","39","39","39","38","39","40","37","37","38","38","","","",
"France","FRA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","9","9","9","9","10","8","10","10","9","9","9","9","9","8","8","8","8","8","8","","","",
"Faroe Islands","FRO","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","70","89","63","62","57","58","53","50","46","46","46","42","66","61","64","64","63","69","65","74","","","",
"Gabon","GAB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249","243","238","223","227","239","239","238","219","212","193","188","178","194","216","212","216","218","229","225","227","","","",
"United Kingdom","GBR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","11","11","11","11","11","11","10","10","9","8","8","8","8","9","9","9","9","10","","","",
"Georgia","GEO","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","45","44","43","50","45","44","44","42","43","41","39","36","33","29","30","25","26","26","26","28","","","",
"Ghana","GHA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","499","470","443","424","420","390","365","354","354","337","337","317","305","305","286","286","258","274","273","244","263","","","",
"Gibraltar","GIB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","971","943","929","916","887","846","817","764","737","744","741","744","679","677","661","649","626","572","568","556","553","","","",
"Gambia, The","GMB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","778","748","772","770","745","718","689","698","667","647","620","597","575","598","543","535","505","494","512","474","458","","","",
"Guinea-Bissau","GNB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","1203","1136","1100","1008","977","875","845","841","804","795","767","758","742","733","713","673","705","648","710","725","","","",
"Equatorial Guinea","GNQ","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427","390","351","317","286","258","241","234","231","230","211","194","179","187","207","201","182","197","219","216","212","","","",
"Greece","GRC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","3","3","3","3","3","3","3","4","4","4","5","5","5","6","6","6","8","","","",
"Grenada","GRD","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","40","36","34","41","32","30","29","29","27","27","27","26","25","24","23","23","24","21","20","21","","","",
"Greenland","GRL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152","140","143","145","140","149","135","136","136","125","123","120","118","109","107","107","103","95","98","100","96","","","",
"Guam","GUM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","190","173","180","172","172","177","168","150","145","148","142","136","133","131","128","127","123","118","110","112","","","",
"High income","HIC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","16","16","16","14","14","13","12","12","12","12","11","11","11","11","11","11","11","11","11","12","","","",
"Hong Kong SAR, China","HKG","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","77","73","77","72","75","77","77","81","73","73","72","65","65","68","67","62","64","65","67","72","","","",
"Heavily indebted poor countries (HIPC)","HPC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","744","722","710","684","662","643","618","606","593","574","554","534","509","491","472","456","435","423","408","396","390","","","",
"Croatia","HRV","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","11","10","9","9","9","8","9","7","7","6","6","6","6","5","5","5","5","5","","","",
